id,song,artist,album,popularity,duration,emotion,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valance,tempo
2vBF8A6n0REigm7RSUM65S,The A Team,Ed Sheeran,The A Team,22,258588,sad,0.626,0.286,9,-9.933,1,0.0374,0.678,0,0.134,0.366,84.954
7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,drivers license,33,242013,sad,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874
7jtQIBanIiJOMS6RyCx6jZ,Another Love,Tom Odell,Long Way Down,57,244360,sad,0.442,0.538,4,-8.55,0,0.0451,0.717,2.95e-05,0.09,0.139,122.758
4Of7rzpRpV1mWRbhp5rAqG,Bruises,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,81,220492,sad,0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202
09u787BYeYIGd2mFIJ505t,Cry Your Heart Out,Adele,30,72,255278,sad,0.756,0.713,7,-6.917,1,0.102,0.523,3.35e-06,0.248,0.59,125.064
1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,Fine Line,87,240133,sad,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",83,196077,sad,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
44V6EzbUSYgyfsNiP0FrlA,Visiting Hours,Ed Sheeran,Visiting Hours,75,215506,sad,0.471,0.396,8,-6.654,1,0.0336,0.77,0,0.0729,0.263,149.609
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,Easy On Me,91,224694,sad,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981
4L2K7JKseFCBoHMZEAszW0,Jealous,Labrinth,Jealous,4,287693,sad,0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76
45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,you broke me first,86,169265,sad,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148
79Ey6OincHcHjtXR7Y5x21,"if you need to, keep time on me",Liush,"if you need to, keep time on me",34,212700,sad,0.22,0.0879,11,-19.441,1,0.0434,0.942,0.279,0.0761,0.143,164.578
4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,Kid Krow,87,198040,sad,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078
7jqzZyJJLrpkRFYGpkqSK6,Breathe Me,Sia,Colour The Small One,65,272800,sad,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012
1kAkUHFb7ryeVkVSRD6Nkj,Wish I Was Better,Kina,Wish I Was Better,67,140571,sad,0.732,0.304,0,-13.086,0,0.111,0.747,6.13e-05,0.143,0.185,139.965
5RkhZf6mS0iWzsOZXQEUfL,Masterpiece,Liush,Masterpiece,32,192058,sad,0.516,0.219,5,-11.074,1,0.0855,0.813,9.59e-06,0.363,0.147,140.222
1NyFRrFiJAJIaR6icj1goI,Skinny Love,Bon Iver,"For Emma, Forever Ago",1,238532,sad,0.592,0.256,4,-14.031,0,0.0449,0.842,2.38e-06,0.088,0.103,76.361
1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,81,197732,sad,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953
5JRHt05AAj0rgw8yWArDw5,Stayin' Alive,Caravn,Stayin' Alive,47,186131,sad,0.655,0.496,5,-7.677,0,0.129,0.0755,0,0.363,0.211,90.142
1uVk6S6Fpkrmji0iTpgKEC,Long Way Down,Tom Odell,Long Way Down (Deluxe),59,149773,sad,0.368,0.121,6,-13.778,1,0.0315,0.972,0.0322,0.0871,0.0956,133.148
6isTQfKXhNO3EyJd9mSxx8,AM I DREAMING (feat. Miley Cyrus),Lil Nas X,MONTERO,69,183241,sad,0.629,0.445,3,-6.999,1,0.0258,0.77,2.92e-06,0.351,0.209,94.103
13HVjjWUZFaWilh2QUJKsP,Let It Go,James Bay,Chaos And The Calm,72,260533,sad,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464
6CoC7nWbj6JiebN7IbJ0Z8,Same Old Mess,INTRN,Same Old Mess,42,120000,sad,0.64,0.177,2,-14.649,1,0.0298,0.906,0.00329,0.134,0.678,90.081
1JDMO4EVPHtm0xXhJb2IjR,Youth,Daughter,The Wild Youth EP,0,251626,sad,0.588,0.477,9,-12.71,0,0.0492,0.61,0.00188,0.122,0.488,150.396
5I6y1KWmUoV5YCaIEcs1qs,Should Have Known Better,Sufjan Stevens,Carrie & Lowell,8,307697,sad,0.571,0.172,7,-20.7,1,0.0318,0.979,0.275,0.124,0.297,90.972
5cCj78DPk9iVZmrNWmYdPS,Say Something,Caravn,Say Something,14,221007,sad,0.536,0.165,1,-14.658,1,0.0338,0.608,0,0.11,0.15,138.758
6QPKYGnAW9QozVz2dSWqRg,Someone Like You,Adele,21,5,285240,sad,0.554,0.321,9,-8.251,1,0.028,0.893,0,0.0996,0.288,135.047
3H7oAhHxkEkSf9iomv2mbG,could cry just thinkin about you - Full Version,Troye Sivan,could cry just thinkin about you (Full Version),68,158000,sad,0.515,0.323,6,-11.05,1,0.0429,0.318,0,0.106,0.188,147.972
1u71gNzUwTjgfYmArCUD0m,Friendly Fire,Holly Humberstone,The Walls Are Way Too Thin,55,222800,sad,0.465,0.602,10,-9.664,1,0.078,0.806,0.00145,0.101,0.595,159.905
0W293G8NUJ55E29jH2NNUQ,Velvet Gun,LEFT.,Perspective,21,186000,sad,0.59,0.658,7,-7.19,1,0.0539,0.112,0.000218,0.115,0.444,154.926
4NVwMupCTfITPXetR5aozp,pass you by,Alaina Castillo,the voicenotes,52,245945,sad,0.51,0.355,11,-6.883,1,0.0287,0.892,0,0.133,0.453,141.796
3PJikMV2xGNCooQttQrAw5,Transatlanticism,Death Cab for Cutie,Transatlanticism,0,475093,sad,0.443,0.466,9,-9.209,1,0.0302,0.393,0.647,0.165,0.19,127.493
0PKAijroHpnEtdY20bkGdr,ghost town (voice memo),Chloe George,ghost town (voice memo),70,137250,sad,0.471,0.229,8,-6.504,1,0.0358,0.953,0,0.0909,0.358,68.41
4XCnRvggQILzbtbV0VzgFU,I Will Survive,High Tropics,love 2.0,28,227554,sad,0.491,0.815,11,-6.502,0,0.0577,0.215,1.23e-05,0.224,0.49,93.978
6XRNCAnxJIB1p4RPdFVSq0,People Help the People,Birdy,Birdy (Deluxe Version),57,256236,sad,0.407,0.308,10,-9.001,0,0.0296,0.778,1.46e-05,0.092,0.153,73.254
6P57z7wZlYxmNxXCihQSwn,Foreign tree,Liush,Foreign tree,28,205181,sad,0.274,0.182,9,-16.843,1,0.033,0.818,0.0688,0.153,0.0973,156.763
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,Sara Kays,Remember That Night?,79,227186,sad,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978
3L769KtCDRPoektqIEqQ5j,Lost in a City,Paul the Neighbour,Lost in a City,32,223500,sad,0.335,0.512,1,-11.304,1,0.0404,0.0455,2.72e-05,0.127,0.209,124.873
13CVSGLSFl4UxpDVR6u3dq,Strangers By Nature,Adele,30,72,182163,sad,0.387,0.253,5,-8.901,1,0.0336,0.798,0.000159,0.0848,0.134,68.004
7aroxbyBcFzfmsjdRBV6cT,Julia,little dipper,Julia,34,207630,sad,0.621,0.627,7,-8.114,1,0.0383,0.587,0,0.099,0.37,131.086
2yoaXLItTfWNpdFFpdF3Ti,June,Florence + The Machine,High As Hope,54,221973,sad,0.363,0.362,5,-8.516,1,0.0339,0.28,2.03e-06,0.142,0.179,146.104
6DzvC1VHpyTFfLBbAYBa7W,Bird,Billie Marten,Writing of Blues and Yellows (Deluxe Version),51,220640,sad,0.235,0.187,6,-12.754,1,0.0347,0.988,0.00197,0.106,0.118,85.962
6fXTnGpl48gI5FQZOxhcOV,Like You Never Did,Johnning,Like You Never Did,47,182126,sad,0.406,0.477,7,-8.291,1,0.0321,0.64,0,0.154,0.21,147.172
1OdYu7mDO94ydUvfZPaPvP,I Can't Help (with Sarcastic Sounds),Shoffy,I Can't Help (with Sarcastic Sounds),1,121250,sad,0.714,0.4,2,-8.264,1,0.0618,0.393,0.000718,0.109,0.318,81.974
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,Coldplay,X&Y,84,295533,sad,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178
06p20tdVnOEUtVTKtmUXGW,Rest,LEFT.,Rest,45,231617,sad,0.354,0.456,7,-11.524,1,0.147,0.316,1.39e-05,0.115,0.246,155.712
3iiL6merNpFNX1bny9sfvM,If You Think It's Love,King Princess,Cheap Queen,45,203946,sad,0.432,0.34,5,-7.977,1,0.0824,0.807,0,0.0864,0.449,135.172
6mORGLOz79w6VsCRLWYYuK,The Night We Met,Lord Huron,Strange Trails,1,208211,sad,0.443,0.369,9,-9.514,1,0.0441,0.969,0.277,0.638,0.0989,174.107
40FsuBI6VgWa0ouG9KcB0c,Friends That Break Your Heart,James Blake,Friends That Break Your Heart,53,201712,sad,0.547,0.189,4,-13.143,0,0.0374,0.913,0.00553,0.108,0.141,75.924
0ecC8p17cDNlxHXkuYqeR6,Surrender,Natalie Taylor,Surrender,76,183103,sad,0.39,0.448,5,-8.57,0,0.0276,0.8,0.182,0.107,0.077,144.89
3KKUf8F2hktFscLgbH4YwR,no song without you,HONNE,no song without you,60,161536,sad,0.778,0.462,0,-12.729,1,0.0359,0.463,0.583,0.11,0.817,105.45
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),84,215106,sad,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881
218q4fCmVERKhXEZDr6g4P,Cry Over Boys,Alexander 23,Cry Over Boys,0,170812,sad,0.847,0.254,7,-13.551,1,0.0667,0.835,1.98e-05,0.527,0.381,117.987
779UN3kabApm2zfqX549vf,when was it over? (feat. Sam Hunt),Sasha Alex Sloan,when was it over? (feat. Sam Hunt),70,218093,sad,0.626,0.453,7,-9.295,1,0.0306,0.816,1.91e-06,0.0904,0.494,129.958
4K2Py3YrBcEktYlowG0GTc,thetimewewanderoff,Liush,thetimewewanderoff,26,137452,sad,0.473,0.147,1,-14.932,1,0.038,0.91,0.000935,0.0981,0.0767,61.272
6MM22AtXB7I5gfTErMF0mJ,"Murder Song (5, 4, 3, 2, 1) - Acoustic",AURORA,All My Demons Greeting Me As A Friend (Deluxe),54,218666,sad,0.398,0.0887,9,-13.683,0,0.0334,0.902,1.76e-06,0.0873,0.356,74.797
18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,"summer,",80,181613,sad,0.795,0.178,0,-11.991,1,0.0574,0.607,0,0.623,0.608,93.982
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),Billie Eilish,lovely (with Khalid),88,200185,sad,0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284
2pDV76DDE1NgAOueeHns3R,Get to You,INTRN,Get to You,35,167619,sad,0.839,0.42,7,-11.375,1,0.0468,0.519,0,0.151,0.568,126.022
2zPcVDSpYNVKQ5c7jR7MXj,summer depression,girl in red,summer depression,72,151693,sad,0.691,0.306,9,-15.651,1,0.0544,0.632,0.479,0.108,0.62,129.929
0yfd3MSq6JEsNxOzSLJR7g,Only,RY X,Only,0,268455,sad,0.373,0.178,7,-15.52,0,0.0303,0.906,0.558,0.109,0.0933,108.605
1I9a2zVcVWHtg9lpUjHrPX,hey there delilah,Caravn,love 2.0,39,255824,sad,0.357,0.323,11,-11.636,0,0.0421,0.644,4.59e-06,0.171,0.137,89.051
7CS9hRKJNmBGWUowSjhedb,Light Year (feat. Lennon Stella),Adam Melchor,Light Year (feat. Lennon Stella),57,188043,sad,0.395,0.495,3,-9.087,1,0.0329,0.496,0.0378,0.12,0.517,168.01
1CLmFKW99S8eJrebO3GB04,No Woman,Whitney,Light Upon the Lake,4,237973,sad,0.581,0.4,2,-8.739,1,0.0291,0.893,0.576,0.161,0.433,112.331
60Upg4NK79iFTP77w9O6E7,If I Ain't Got You,Caravn,If I Ain't Got You,49,190169,sad,0.691,0.236,1,-9.348,1,0.0418,0.864,0,0.191,0.589,117.945
4IMBnBRqm9RALmLrRqfMor,Love Is A Losing Game,Amy Winehouse,Back To Black,0,154160,sad,0.48,0.561,0,-5.874,1,0.027,0.317,0.00641,0.184,0.541,164.791
5kcvBnt6DPX3AMEsCx1qDh,Happiest Year,Jaymes Young,Happiest Year,59,228442,sad,0.501,0.167,1,-14.061,1,0.0484,0.885,0,0.111,0.356,112.275
0fmhvw57bEMrBccZkoQMmg,Dial Tone,little dipper,Dial Tone,0,183125,sad,0.691,0.762,6,-6.296,0,0.0268,0.107,1.36e-05,0.292,0.395,95.977
2k9N4caeCIJLOWwWwssrEM,Easily,Bruno Major,A Song For Every Moon,77,210240,sad,0.772,0.256,7,-8.545,0,0.0481,0.491,0.00612,0.144,0.357,118.902
15VDHAMS4JCLziCjNkmQl1,Older Than I Am,Lennon Stella,Three. Two. One.,60,181533,sad,0.44,0.306,9,-8.947,1,0.0363,0.891,0,0.103,0.201,117.288
1q3AoLCoawd8Gpm9wP7sHi,Cold Nights,Camo Columbo,Cold Nights,39,189813,sad,0.941,0.421,11,-7.918,0,0.0583,0.321,9.34e-05,0.0967,0.787,107.011
6OBl3esnGuz8PllwDWinWS,What's Good,Fenne Lily,What's Good,0,216875,sad,0.542,0.0957,8,-14.518,0,0.0404,0.935,6.4e-06,0.182,0.259,134.739
0omwXDRLUssZ7fgl9vkL4m,Town I Called My Home,yaeow,Town I Called My Home,0,139200,sad,0.554,0.295,0,-13.619,1,0.098,0.816,0.541,0.103,0.206,200.144
1XczdQt6RKNkEQfPqUsi3q,All I Want,Kodaline,The Kodaline EP,0,306600,sad,0.189,0.426,0,-9.084,1,0.045,0.114,0.0885,0.058,0.159,187.281
0HRyeeLzVCvI2F06Uy6shQ,Lie Awake,Chandler Leighton,Lie Awake,51,187934,sad,0.539,0.134,0,-12.45,1,0.0446,0.885,0,0.102,0.245,68.747
58qX77t2VWMWcycsh9zKLc,i don't want to watch the world end with someone else,Clinton Kane,i don't want to watch the world end with someone else,73,184505,sad,0.535,0.359,2,-9.343,1,0.0607,0.771,0,0.111,0.488,154.163
0fBSs3fRoh1yJcne77fdu9,Video Games,Lana Del Rey,Born To Die - The Paradise Edition,73,281960,sad,0.236,0.249,6,-9.595,0,0.0348,0.811,1e-06,0.087,0.181,72.847
5YlHgqWo3Kt2mF88ubmR62,Sad Corny Fuck,JP Saxe,Hold It Together,44,220520,sad,0.604,0.179,2,-15.383,1,0.0339,0.835,0,0.162,0.391,124.982
3asmXN94x4NWhD1EB9PGK4,Is It Worth It Anymore?,High Tropics,Is It Worth It Anymore?,21,207367,sad,0.585,0.537,11,-5.409,1,0.0266,0.0521,0.000162,0.167,0.622,119.955
1UmFRZU3taMGZApPhK32mc,Riverside,Agnes Obel,Philharmonics,0,228546,sad,0.648,0.177,9,-13.474,0,0.0311,0.985,0.000353,0.134,0.236,99.101
0G41EUi3xiwUR6iOtXAQCz,Petrified,Omar Apollo,Ivory,63,197453,sad,0.343,0.331,2,-9.528,1,0.035,0.313,1.7e-05,0.512,0.343,203.852
6x6XKEUcCJGUACD4Xh7KuP,Anchor,Novo Amor,Anchor,0,256282,sad,0.486,0.356,9,-13.649,1,0.0318,0.755,0.861,0.0986,0.111,117.141
5pGV2AfDflnhL72pK1oIaR,Gone Away,Austin Harms,Gone Away,25,169721,sad,0.47,0.46,4,-11.598,1,0.0613,0.319,1.45e-05,0.115,0.322,116.821
54KFQB6N4pn926IUUYZGzK,To Build A Home,The Cinematic Orchestra,Ma Fleur,76,371320,sad,0.264,0.122,9,-15.399,1,0.0349,0.885,0.349,0.094,0.0735,148.658
5hXTMmVXz1Ablgu34BkTz1,Angel's Song,Arlo Parks,Angel's Song,48,197243,sad,0.693,0.195,11,-15.278,0,0.0446,0.894,0.0325,0.126,0.315,116.725
02WacdrRpm4zlP8H7X6bnQ,Dancing On My Own,Calum Scott,Dancing On My Own,1,260004,sad,0.608,0.174,1,-8.796,1,0.0332,0.851,1.92e-05,0.0855,0.193,112.175
1EwyAL8SdJpIX0M9b1ArAp,Somewhere Only We Know,Valentin,Somewhere Only We Know,0,193750,sad,0.472,0.305,8,-11.465,1,0.0295,0.84,0,0.142,0.584,165.9
1wHSxWBfPr3GO31y8KGrWe,Wish You Were Here - 2011 Remastered Version,Pink Floyd,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),0,334743,sad,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883
6vG1pcmNGdG6Vu62I9nLGL,K.,Rosie Carney,K.,49,269000,sad,0.348,0.226,3,-10.918,1,0.0386,0.962,0.00483,0.135,0.173,129.251
5a6pdCHlWS2ekOOQ70QnAr,July,Noah Cyrus,July,1,156106,sad,0.708,0.186,9,-8.953,0,0.0422,0.868,0,0.0779,0.321,72.541
06qUEhhx6jKQmhj2qAkn4H,Trying My Best,Anson Seabra,Trying My Best,0,222467,sad,0.561,0.0587,5,-17.819,1,0.0762,0.95,0,0.0828,0.342,143.027
7ggHQsGP7K3V65lqBwleWO,I'm with You,LEFT.,I'm with You,46,184363,sad,0.587,0.468,7,-10.316,0,0.0386,0.544,0.000154,0.1,0.176,82.426
7sTtHHrD0zDpmzQzH3zegz,Consequences,Camila Cabello,Camila,69,178466,sad,0.455,0.292,0,-6.792,1,0.0563,0.889,0,0.106,0.43,84.339
0ewX9JsKy9oa4IifkFSroa,Slow It Down,The Lumineers,The Lumineers,0,305346,sad,0.423,0.0657,1,-14.421,1,0.0386,0.928,1.4e-06,0.0922,0.105,98.489
0pdKRp2sUthTPe7RLWpPqQ,You're Somebody Else,flora cash,You're Somebody Else,76,218883,sad,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,Love In The Future (Expanded Edition),87,269560,sad,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93
5Iy1wdO0tMaHwKnfFYtlel,Cursive,Billie Marten,As Long As - EP,62,240400,sad,0.494,0.267,0,-11.54,1,0.0308,0.935,5.58e-05,0.128,0.166,115.117
13PUJCvdTSCT1dn70tlGdm,"Welcome Home, Son",Radical Face,Ghost,0,285320,sad,0.601,0.537,6,-9.464,1,0.0296,0.743,0.732,0.143,0.394,144.994
1jeH74UaH5xFnLo73haMQl,Hazy Memories,Caravn,Hazy Memories,33,177142,sad,0.455,0.317,9,-8.031,1,0.0448,0.9,0,0.0962,0.44,71.113
1ZekzmhuM380sFcUZePjmL,Teardrop - Remastered 2006,Massive Attack,Bite Size Massive Attack,0,328026,sad,0.612,0.463,11,-7.653,0,0.035,0.0204,0.653,0.183,0.17,76.98
2vBF8A6n0REigm7RSUM65S,The A Team,Ed Sheeran,The A Team,22,258588,angry,0.626,0.286,9,-9.933,1,0.0374,0.678,0,0.134,0.366,84.954
7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,drivers license,33,242013,angry,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874
7jtQIBanIiJOMS6RyCx6jZ,Another Love,Tom Odell,Long Way Down,57,244360,angry,0.442,0.538,4,-8.55,0,0.0451,0.717,2.95e-05,0.09,0.139,122.758
4Of7rzpRpV1mWRbhp5rAqG,Bruises,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,81,220492,angry,0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202
09u787BYeYIGd2mFIJ505t,Cry Your Heart Out,Adele,30,72,255278,angry,0.756,0.713,7,-6.917,1,0.102,0.523,3.35e-06,0.248,0.59,125.064
1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,Fine Line,87,240133,angry,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",83,196077,angry,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
44V6EzbUSYgyfsNiP0FrlA,Visiting Hours,Ed Sheeran,Visiting Hours,75,215506,angry,0.471,0.396,8,-6.654,1,0.0336,0.77,0,0.0729,0.263,149.609
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,Easy On Me,91,224694,angry,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981
4L2K7JKseFCBoHMZEAszW0,Jealous,Labrinth,Jealous,4,287693,angry,0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76
45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,you broke me first,86,169265,angry,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148
79Ey6OincHcHjtXR7Y5x21,"if you need to, keep time on me",Liush,"if you need to, keep time on me",34,212700,angry,0.22,0.0879,11,-19.441,1,0.0434,0.942,0.279,0.0761,0.143,164.578
4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,Kid Krow,87,198040,angry,0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078
7jqzZyJJLrpkRFYGpkqSK6,Breathe Me,Sia,Colour The Small One,65,272800,angry,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012
1kAkUHFb7ryeVkVSRD6Nkj,Wish I Was Better,Kina,Wish I Was Better,67,140571,angry,0.732,0.304,0,-13.086,0,0.111,0.747,6.13e-05,0.143,0.185,139.965
5RkhZf6mS0iWzsOZXQEUfL,Masterpiece,Liush,Masterpiece,32,192058,angry,0.516,0.219,5,-11.074,1,0.0855,0.813,9.59e-06,0.363,0.147,140.222
1NyFRrFiJAJIaR6icj1goI,Skinny Love,Bon Iver,"For Emma, Forever Ago",1,238532,angry,0.592,0.256,4,-14.031,0,0.0449,0.842,2.38e-06,0.088,0.103,76.361
1TQXIltqoZ5XXyfCbAeSQQ,Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,81,197732,angry,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953
5JRHt05AAj0rgw8yWArDw5,Stayin' Alive,Caravn,Stayin' Alive,47,186131,angry,0.655,0.496,5,-7.677,0,0.129,0.0755,0,0.363,0.211,90.142
1uVk6S6Fpkrmji0iTpgKEC,Long Way Down,Tom Odell,Long Way Down (Deluxe),59,149773,angry,0.368,0.121,6,-13.778,1,0.0315,0.972,0.0322,0.0871,0.0956,133.148
6isTQfKXhNO3EyJd9mSxx8,AM I DREAMING (feat. Miley Cyrus),Lil Nas X,MONTERO,69,183241,angry,0.629,0.445,3,-6.999,1,0.0258,0.77,2.92e-06,0.351,0.209,94.103
13HVjjWUZFaWilh2QUJKsP,Let It Go,James Bay,Chaos And The Calm,72,260533,angry,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464
